,Year,Country_Code,Country_Name,Population_Density,People_Near_Rapid_Transit,Transit_Legend
394,2019,AUT,Austria,13684.02582067368,0.5577792858232784,0.5577792858232784
395,2020,AUT,Austria,13870.5449394161,0.560778785340244,0.560778785340244
396,2021,AUT,Austria,13960.661030803276,0.557029410944037,0.557029410944037
397,2022,AUT,Austria,14050.777122190451,0.55328003654783,0.55328003654783
398,2023,AUT,Austria,14140.893213577623,0.5495306621516229,0.5495306621516229
399,2024,AUT,Austria,14231.0093049648,0.545781287755416,0.545781287755416
1600,1975,CZE,Czechia,11389.2470253922,0.116136557416068,0.116136557416068
1601,1976,CZE,Czechia,11420.89821614128,0.1442748048463758,0.1442748048463758
1602,1977,CZE,Czechia,11452.54940689036,0.1724130522766836,0.1724130522766836
1603,1978,CZE,Czechia,11484.20059763944,0.2005512997069914,0.2005512997069914
1604,1979,CZE,Czechia,11515.85178838852,0.2286895471372992,0.2286895471372992
1605,1980,CZE,Czechia,11547.5029791376,0.256827794567607,0.256827794567607
1606,1981,CZE,Czechia,11517.91271713042,0.2649092653803034,0.2649092653803034
1607,1982,CZE,Czechia,11488.32245512324,0.2729907361929998,0.2729907361929998
1608,1983,CZE,Czechia,11458.73219311606,0.2810722070056962,0.2810722070056962
1609,1984,CZE,Czechia,11429.14193110888,0.2891536778183926,0.2891536778183926
1610,1985,CZE,Czechia,11399.5516691017,0.297235148631089,0.297235148631089
1611,1986,CZE,Czechia,11374.48430621856,0.3091171805060378,0.3091171805060378
1612,1987,CZE,Czechia,11349.41694333542,0.3209992123809866,0.3209992123809866
1613,1988,CZE,Czechia,11324.34958045228,0.3328812442559354,0.3328812442559354
1614,1989,CZE,Czechia,11299.28221756914,0.3447632761308842,0.3447632761308842
1615,1990,CZE,Czechia,11274.214854686,0.356645308005833,0.356645308005833
1616,1991,CZE,Czechia,11149.0869999156,0.3631551637589018,0.3631551637589018
1617,1992,CZE,Czechia,11023.9591451452,0.3696650195119706,0.3696650195119706
1618,1993,CZE,Czechia,10898.8312903748,0.3761748752650394,0.3761748752650394
1619,1994,CZE,Czechia,10773.7034356044,0.3826847310181082,0.3826847310181082
1620,1995,CZE,Czechia,10648.575580834,0.389194586771177,0.389194586771177
1621,1996,CZE,Czechia,10538.2753010366,0.3971715533321468,0.3971715533321468
1622,1997,CZE,Czechia,10427.9750212392,0.4051485198931166,0.4051485198931166
1623,1998,CZE,Czechia,10317.6747414418,0.4131254864540864,0.4131254864540864
1624,1999,CZE,Czechia,10207.3744616444,0.4211024530150562,0.4211024530150562
1625,2000,CZE,Czechia,10097.074181847,0.429079419576026,0.429079419576026
